found 25
Initiation Target 352.5-7.5 7.5-22.5 22.5-37.5 37.5-52.5 52.5-67.5 67.5-82.5 82.5-97.5 97.5-112.5 112.5-127.5 127.5-142.5 142.5-157.5 157.5-172.5 172.5-187.5 187.5-202.5 202.5-217.5 217.5-232.5 232.5-247.5 247.5-262.5 262.5-277.5 277.5-292.5 292.5-307.5 307.5-322.5 322.5-337.5 337.5-352.5 Overall
########## SPEEDUPS
Initiation Target 352.5-7.5 7.5-22.5 22.5-37.5 37.5-52.5 52.5-67.5 67.5-82.5 82.5-97.5 97.5-112.5 112.5-127.5 127.5-142.5 142.5-157.5 157.5-172.5 172.5-187.5 187.5-202.5 202.5-217.5 217.5-232.5 232.5-247.5 247.5-262.5 262.5-277.5 277.5-292.5 292.5-307.5 307.5-322.5 322.5-337.5 337.5-352.5 Overall
10 1 2.643708681202688 1.4949602377022697 1.2983519797664178 0.9968579109525662 0.9859361919132664 0.8426020474023717 0.9188892795621195 0.9134668151385472 0.9058564819810888 0.911433207730019 1.0297578394159297 1.2314736555041992 2.1657851666901187 1.615179510122692 1.251889460687228 1.1156763815005908 1.0798459124621913 1.0687397513531387 1.0751947527727377 1.0893957200842874 1.086296528904128 1.0929070701487666 1.1689530957476213 1.2542991101760133 1.077960485343921
10 2 1.9698451764462817 1.4210062117306395 1.2764232325653107 1.0300963129563538 1.022295557285329 0.9568609794221983 0.9850917200472152 1.0373728543878618 1.014163024147849 1.058334406841975 1.0924556871731552 1.0751540924435485 2.5705723181739053 1.6039303073937432 1.2521576706762922 1.1765181009673933 1.1220392290380523 1.098601114399626 1.0746020165109345 1.0815879463514158 1.0669881558506333 1.060408221679895 1.1612311548757706 1.2345928325370803 1.0991907996866197
10 3 1.5402523234236765 0.913823963247626 0.7822014572383331 0.8953421149609485 0.9522401659812558 0.906426290330769 0.9414701772308715 0.8987057837931528 0.9472680797941619 0.923062102788263 0.9442168116986696 1.0030551346364718 1.7845721333978088 1.2218257892144129 1.0759482053118654 0.9937187486342048 0.9696730373332344 0.9614655595020536 0.96406007550891 0.9782050470591542 0.984054158329993 0.9855698492349483 1.0195401220631093 0.9985002462213942 0.9738794470832979
10 4 4.23660421044831 0.8084534343863499 0.9664559511875248 0.8504253365586346 0.9526612824184819 0.8539868802668377 0.9698947306091673 0.8831772941493599 0.8884714851072405 0.8810152515745676 0.9622439449253695 0.8569779403973858 4.606001577791889 2.362875371589377 1.6502839363390376 1.4794320719431846 1.3301846325396762 1.2728309690986006 1.2263945368748654 1.229546445335574 1.2778129650716405 1.362253538735493 1.5745479346426743 1.9212617543093258 1.2872565092792443
10 5 5.832310540358945 0.7724835577116196 0.44717606056491355 0.6417696521848809 0.8284510933397575 0.7124138683246386 0.7672450853919347 0.8679121420735918 0.9692397801239924 0.9576301492752517 0.8749574164451684 0.7249591189627658 3.165285082308376 1.6154112807002123 1.2490617945886249 1.1971100749243995 1.1379791645326893 1.1117114175968024 1.0762174528954933 1.0871972485312156 1.1134302438175376 1.1880837766546155 1.4037511058494256 1.8723239643729213 1.1063764481765515
10 6 3.305890717094737 0.8191692228385523 1.01098381565585 0.8848754388097577 1.014995963616456 0.9100248806819312 1.0232729874721564 0.9932881173723145 1.0320750299445336 1.0261609058419918 1.1346632798617404 0.9644626655726791 4.557590791658566 2.334490380385989 1.6287795051107776 1.4671942035169954 1.322222209772019 1.266863580230554 1.2127182056656898 1.2104274967277395 1.2367039709998395 1.2905785466355983 1.4610686582963628 1.7055173342721848 1.275163797384177
10 7 2.421040475932173 1.2712260395461168 1.1046471494639314 1.0077428545740137 1.0806096965736074 0.9880774005641437 1.0256848639363767 0.9990256779248363 1.1470318983884262 1.1570970284105704 1.1205902055352788 0.9032701843293716 2.8543655557973606 1.537791780647373 1.2566119866516592 1.1882593003181554 1.1527087093011954 1.14521854009882 1.0815981769665308 1.076075876393478 1.070183252586809 1.0995941707827355 1.1905684797670446 1.2509139519855959 1.119940486102505
10 8 2.624971699401642 1.1093382284258932 1.005231630899734 0.7485070316982914 0.7971919425811336 0.766409396006637 0.8225337152421048 0.8257798611479399 0.853869232898391 0.8689738915492436 0.9389735371042129 0.7685242985355822 4.8747182624161125 2.3810873688914964 1.6482626502204853 1.446700807152135 1.3040306063496667 1.259057790897143 1.198414008613878 1.191090469648503 1.2160774005490695 1.2885991748777568 1.3934821090907736 1.5612879116404421 1.243882996619693
